cluster_id,n_cells,area_km2,centroid_lat,centroid_lon,mean_ba,max_ba,mean_ratio,pct_genuine_ors,dominant_period,dominant_formation
192,3,0.75,55.76054025053014,-6.438451907943918,1027.1368,1029.2004,19.304504,0.0,NONE,"UNNAMED IGNEOUS INTRUSION, PALAEOPROTEROZOIC"
48,3,0.75,57.471509515590476,-5.4120115323322215,1108.2848,1152.6307,14.546463,0.0,NONE,TORRIDON GROUP
19,3,0.75,58.1378278265388,-3.6038095598163626,1149.9374,1150.4204,14.535237,0.0,SILURIAN,"UNNAMED IGNEOUS INTRUSION, LATE SILURIAN TO EARLY DEVONIAN"
52,3,0.75,57.44371166654796,-5.806810235683876,1182.3966,1183.068,14.208255,0.0,TRIASSIC,LIAS GROUP
373,3,0.75,52.862502771195516,-2.338117205200721,1047.6685,1057.7684,16.7107,0.0,TRIASSIC,TRIASSIC ROCKS (UNDIFFERENTIATED)
101,3,0.75,56.77976926542894,-5.283407305697971,1082.671,1102.5612,14.4318695,0.0,NONE,LOCH EIL GROUP
259,3,0.75,54.844722891326136,-1.8535905868484477,1211.1088,1240.0002,14.571777,0.0,CARBONIFEROUS,PENNINE LOWER COAL MEASURES FORMATION AND SOUTH WALES LOWER COAL MEASURES FORMATION (UNDIFFERENTIATED)
222,3,0.75,55.421831640215395,-4.687629534214726,1045.3009,1055.1677,15.047765,0.0,SILURIAN,"UNNAMED EXTRUSIVE ROCKS, SILURIAN TO DEVONIAN"
129,3,0.75,56.64094550978649,-4.836298186128462,1042.6873,1068.4958,15.409787,0.0,SILURIAN,"UNNAMED IGNEOUS INTRUSION, LATE SILURIAN TO EARLY DEVONIAN"
76,3,0.75,57.17917809889883,-5.881624837899195,1420.0405,1422.9159,15.829109,0.0,NONE,TORRIDON GROUP
69,3,0.75,57.34447766333097,-3.701999228512362,1314.7244,1361.2772,14.390002,0.0,NONE,MOINE SUPERGROUP
138,3,0.75,56.52862023307375,-5.204694548277423,1053.3428,1077.6761,15.647382,0.0,SILURIAN,"UNNAMED IGNEOUS INTRUSION, LATE SILURIAN TO EARLY DEVONIAN"
336,3,0.75,53.347668649580676,-1.0576105484131253,1025.9427,1026.1025,16.114832,0.0,TRIASSIC,TRIASSIC ROCKS (UNDIFFERENTIATED)
